Date,Year,Months,Item,Domain,Area,Element,Value
2014-05-08,2014.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1211.29
2014-05-09,2014.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1212.90
2014-05-10,2014.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1214.52
2014-05-11,2014.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1216.13
2014-05-12,2014.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1217.74
2014-05-13,2014.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1219.35
2014-05-14,2014.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1220.97
2014-05-15,2014.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1222.58
2014-05-16,2014.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1224.19
2014-05-17,2014.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1225.81
2014-05-18,2014.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1227.42
2014-05-19,2014.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1229.03
2014-05-20,2014.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1230.65
2014-05-21,2014.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1232.26
2014-05-22,2014.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1233.87
2014-05-23,2014.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1235.48
2014-05-24,2014.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1237.10
2014-05-25,2014.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1238.71
2014-05-26,2014.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1240.32
2014-05-27,2014.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1241.94
2014-05-28,2014.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1243.55
2014-05-29,2014.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1245.16
2014-05-30,2014.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1246.77
2014-05-31,2014.0,May,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1248.39
2014-06-01,2014.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1250.00
2014-06-02,2014.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1255.00
2014-06-03,2014.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1260.00
2014-06-04,2014.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1265.00
2014-06-05,2014.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1270.00
2014-06-06,2014.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1275.00
2014-06-07,2014.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1280.00
2014-06-08,2014.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1285.00
2014-06-09,2014.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1290.00
2014-06-10,2014.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1295.00
2014-06-11,2014.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1300.00
2014-06-12,2014.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1305.00
2014-06-13,2014.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1310.00
2014-06-14,2014.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1315.00
2014-06-15,2014.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1320.00
2014-06-16,2014.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1325.00
2014-06-17,2014.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1330.00
2014-06-18,2014.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1335.00
2014-06-19,2014.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1340.00
2014-06-20,2014.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1345.00
2014-06-21,2014.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1350.00
2014-06-22,2014.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1355.00
2014-06-23,2014.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1360.00
2014-06-24,2014.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1365.00
2014-06-25,2014.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1370.00
2014-06-26,2014.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1375.00
2014-06-27,2014.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1380.00
2014-06-28,2014.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1385.00
2014-06-29,2014.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1390.00
2014-06-30,2014.0,June,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1395.00
2014-07-01,2014.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1400.00
2014-07-02,2014.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1400.00
2014-07-03,2014.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1400.00
2014-07-04,2014.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1400.00
2014-07-05,2014.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1400.00
2014-07-06,2014.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1400.00
2014-07-07,2014.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1400.00
2014-07-08,2014.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1400.00
2014-07-09,2014.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1400.00
2014-07-10,2014.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1400.00
2014-07-11,2014.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1400.00
2014-07-12,2014.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1400.00
2014-07-13,2014.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1400.00
2014-07-14,2014.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1400.00
2014-07-15,2014.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1400.00
2014-07-16,2014.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1400.00
2014-07-17,2014.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1400.00
2014-07-18,2014.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1400.00
2014-07-19,2014.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1400.00
2014-07-20,2014.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1400.00
2014-07-21,2014.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1400.00
2014-07-22,2014.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1400.00
2014-07-23,2014.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1400.00
2014-07-24,2014.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1400.00
2014-07-25,2014.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1400.00
2014-07-26,2014.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1400.00
2014-07-27,2014.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1400.00
2014-07-28,2014.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1400.00
2014-07-29,2014.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1400.00
2014-07-30,2014.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1400.00
2014-07-31,2014.0,July,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1400.00
2014-08-01,2014.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1400.00
2014-08-02,2014.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1391.94
2014-08-03,2014.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1383.87
2014-08-04,2014.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1375.81
2014-08-05,2014.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1367.74
2014-08-06,2014.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1359.68
2014-08-07,2014.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1351.61
2014-08-08,2014.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1343.55
2014-08-09,2014.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1335.48
2014-08-10,2014.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1327.42
2014-08-11,2014.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1319.35
2014-08-12,2014.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1311.29
2014-08-13,2014.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1303.23
2014-08-14,2014.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1295.16
2014-08-15,2014.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1287.10
2014-08-16,2014.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1279.03
2014-08-17,2014.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1270.97
2014-08-18,2014.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1262.90
2014-08-19,2014.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1254.84
2014-08-20,2014.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1246.77
2014-08-21,2014.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1238.71
2014-08-22,2014.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1230.65
2014-08-23,2014.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1222.58
2014-08-24,2014.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1214.52
2014-08-25,2014.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1206.45
2014-08-26,2014.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1198.39
2014-08-27,2014.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1190.32
2014-08-28,2014.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1182.26
2014-08-29,2014.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1174.19
2014-08-30,2014.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1166.13
2014-08-31,2014.0,August,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1158.06
2014-09-01,2014.0,September,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1150.00
2014-09-02,2014.0,September,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1151.67
2014-09-03,2014.0,September,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1153.33
2014-09-04,2014.0,September,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1155.00
2014-09-05,2014.0,September,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1156.67
2014-09-06,2014.0,September,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1158.33
2014-09-07,2014.0,September,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1160.00
2014-09-08,2014.0,September,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1161.67
2014-09-09,2014.0,September,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1163.33
2014-09-10,2014.0,September,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1165.00
2014-09-11,2014.0,September,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1166.67
2014-09-12,2014.0,September,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1168.33
2014-09-13,2014.0,September,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1170.00
2014-09-14,2014.0,September,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1171.67
2014-09-15,2014.0,September,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1173.33
2014-09-16,2014.0,September,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1175.00
2014-09-17,2014.0,September,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1176.67
2014-09-18,2014.0,September,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1178.33
2014-09-19,2014.0,September,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1180.00
2014-09-20,2014.0,September,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1181.67
2014-09-21,2014.0,September,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1183.33
2014-09-22,2014.0,September,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1185.00
2014-09-23,2014.0,September,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1186.67
2014-09-24,2014.0,September,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1188.33
2014-09-25,2014.0,September,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1190.00
2014-09-26,2014.0,September,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1191.67
2014-09-27,2014.0,September,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1193.33
2014-09-28,2014.0,September,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1195.00
2014-09-29,2014.0,September,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1196.67
2014-09-30,2014.0,September,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1198.33
2014-10-01,2014.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1200.00
2014-10-02,2014.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1203.23
2014-10-03,2014.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1206.45
2014-10-04,2014.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1209.68
2014-10-05,2014.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1212.90
2014-10-06,2014.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1216.13
2014-10-07,2014.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1219.35
2014-10-08,2014.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1222.58
2014-10-09,2014.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1225.81
2014-10-10,2014.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1229.03
2014-10-11,2014.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1232.26
2014-10-12,2014.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1235.48
2014-10-13,2014.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1238.71
2014-10-14,2014.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1241.94
2014-10-15,2014.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1245.16
2014-10-16,2014.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1248.39
2014-10-17,2014.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1251.61
2014-10-18,2014.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1254.84
2014-10-19,2014.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1258.06
2014-10-20,2014.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1261.29
2014-10-21,2014.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1264.52
2014-10-22,2014.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1267.74
2014-10-23,2014.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1270.97
2014-10-24,2014.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1274.19
2014-10-25,2014.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1277.42
2014-10-26,2014.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1280.65
2014-10-27,2014.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1283.87
2014-10-28,2014.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1287.10
2014-10-29,2014.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1290.32
2014-10-30,2014.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1293.55
2014-10-31,2014.0,October,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1296.77
2014-11-01,2014.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1300.00
2014-11-02,2014.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1300.00
2014-11-03,2014.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1300.00
2014-11-04,2014.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1300.00
2014-11-05,2014.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1300.00
2014-11-06,2014.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1300.00
2014-11-07,2014.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1300.00
2014-11-08,2014.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1300.00
2014-11-09,2014.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1300.00
2014-11-10,2014.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1300.00
2014-11-11,2014.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1300.00
2014-11-12,2014.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1300.00
2014-11-13,2014.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1300.00
2014-11-14,2014.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1300.00
2014-11-15,2014.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1300.00
2014-11-16,2014.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1300.00
2014-11-17,2014.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1300.00
2014-11-18,2014.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1300.00
2014-11-19,2014.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1300.00
2014-11-20,2014.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1300.00
2014-11-21,2014.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1300.00
2014-11-22,2014.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1300.00
2014-11-23,2014.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1300.00
2014-11-24,2014.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1300.00
2014-11-25,2014.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1300.00
2014-11-26,2014.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1300.00
2014-11-27,2014.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1300.00
2014-11-28,2014.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1300.00
2014-11-29,2014.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1300.00
2014-11-30,2014.0,November,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1300.00
2014-12-01,2014.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1300.00
2014-12-02,2014.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1296.77
2014-12-03,2014.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1293.55
2014-12-04,2014.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1290.32
2014-12-05,2014.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1287.10
2014-12-06,2014.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1283.87
2014-12-07,2014.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1280.65
2014-12-08,2014.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1277.42
2014-12-09,2014.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1274.19
2014-12-10,2014.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1270.97
2014-12-11,2014.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1267.74
2014-12-12,2014.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1264.52
2014-12-13,2014.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1261.29
2014-12-14,2014.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1258.06
2014-12-15,2014.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1254.84
2014-12-16,2014.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1251.61
2014-12-17,2014.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1248.39
2014-12-18,2014.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1245.16
2014-12-19,2014.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1241.94
2014-12-20,2014.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1238.71
2014-12-21,2014.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1235.48
2014-12-22,2014.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1232.26
2014-12-23,2014.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1229.03
2014-12-24,2014.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1225.81
2014-12-25,2014.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1222.58
2014-12-26,2014.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1219.35
2014-12-27,2014.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1216.13
2014-12-28,2014.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1212.90
2014-12-29,2014.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1209.68
2014-12-30,2014.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1206.45
2014-12-31,2014.0,December,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1203.23
2015-01-01,2015.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1200.00
2015-01-02,2015.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1200.40
2015-01-03,2015.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1200.81
2015-01-04,2015.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1201.21
2015-01-05,2015.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1201.61
2015-01-06,2015.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1202.02
2015-01-07,2015.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1202.42
2015-01-08,2015.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1202.82
2015-01-09,2015.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1203.23
2015-01-10,2015.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1203.63
2015-01-11,2015.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1204.03
2015-01-12,2015.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1204.44
2015-01-13,2015.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1204.84
2015-01-14,2015.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1205.24
2015-01-15,2015.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1205.65
2015-01-16,2015.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1206.05
2015-01-17,2015.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1206.45
2015-01-18,2015.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1206.85
2015-01-19,2015.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1207.26
2015-01-20,2015.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1207.66
2015-01-21,2015.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1208.06
2015-01-22,2015.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1208.47
2015-01-23,2015.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1208.87
2015-01-24,2015.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1209.27
2015-01-25,2015.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1209.68
2015-01-26,2015.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1210.08
2015-01-27,2015.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1210.48
2015-01-28,2015.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1210.89
2015-01-29,2015.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1211.29
2015-01-30,2015.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1211.69
2015-01-31,2015.0,January,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1212.10
2015-02-01,2015.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1212.50
2015-02-02,2015.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1212.95
2015-02-03,2015.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1213.39
2015-02-04,2015.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1213.84
2015-02-05,2015.0,February,Papayas,Producer Prices,Malaysia,Producer Price (LCU/tonne),1214.29
